GeneID	GSM7020412	GSM7020417	GSM7020416	GSM7020415	GSM7020414	GSM7020413
ENSG00000165006	544	410	403	394	406	468
ENSG00000165023	134	10	38	11	27	1
ENSG00000165025	1838	771	1229	917	1290	1132
ENSG00000165028	284	288	258	256	164	194
ENSG00000165029	768	529	398	641	367	314
ENSG00000165030	233	191	218	145	119	340
ENSG00000165046	22	31	28	25	18	28
ENSG00000165055	137	161	195	169	194	149
ENSG00000165059	4	1	0	1	2	1
ENSG00000165060	79	44	93	60	106	72
ENSG00000165061	322	10	95	14	113	0
ENSG00000165066	15	12	22	15	23	1
ENSG00000165071	93	74	83	73	75	66
ENSG00000165072	131	222	293	26	104	78
ENSG00000165076	6	4	5	2	4	4
ENSG00000165078	1	3	1	1	1	2
ENSG00000165084	12	2	5	1	6	3
ENSG00000165091	6	13	3	6	3	5
ENSG00000165092	2213	797	1288	883	1147	833
ENSG00000165097	864	392	549	371	401	398
ENSG00000165102	1504	1698	1345	1867	961	1686
ENSG00000165105	681	494	551	530	294	694
ENSG00000165113	155	157	209	131	161	130
ENSG00000165115	144	100	164	93	91	81
ENSG00000165118	252	139	183	161	184	243
ENSG00000165119	1706	1499	1522	1495	1467	1488
ENSG00000165120	1	1	0	0	2	0
ENSG00000165121	0	0	0	0	0	0
ENSG00000165124	913	447	413	327	562	301
ENSG00000165125	26	4	10	8	4	0
ENSG00000165131	0	0	0	0	0	0
ENSG00000165138	915	1167	653	1035	517	999
ENSG00000165140	166	188	199	238	220	263
ENSG00000165152	153	57	172	74	63	20
ENSG00000165156	807	352	585	408	548	610
ENSG00000165164	13	4	28	0	5	0
ENSG00000165168	1204	546	837	1217	1412	769
ENSG00000165169	329	265	279	335	279	417
ENSG00000165171	95	94	106	22	52	131
ENSG00000165175	337	275	286	347	359	419
ENSG00000165178	0	0	0	0	0	0
ENSG00000165181	26	53	48	52	37	19
ENSG00000165182	5	3	3	1	2	3
ENSG00000165185	132	63	77	77	69	70
ENSG00000165186	14	5	15	4	9	3
ENSG00000165188	13	49	8	30	7	3
ENSG00000165192	0	1	1	2	1	1
ENSG00000165194	15	20	22	4	8	24
ENSG00000165195	199	126	181	271	151	162
ENSG00000165197	13	9	15	5	14	15
ENSG00000165202	1	0	1	0	0	0
ENSG00000165204	0	0	0	1	0	0
ENSG00000165209	709	420	632	465	543	496
ENSG00000165215	1247	1066	1126	1273	1081	1221
ENSG00000165219	856	573	543	628	545	512
ENSG00000165233	337	564	383	463	373	351
ENSG00000165238	60	36	71	21	34	34
ENSG00000165240	337	176	232	245	195	196
ENSG00000165244	60	47	44	87	66	85
ENSG00000165246	0	60	105	0	0	0
ENSG00000165259	58	42	42	62	33	36
ENSG00000165264	239	199	251	245	278	286
ENSG00000165269	59	139	42	10	35	144
ENSG00000165271	624	645	487	620	432	573
ENSG00000165272	209	214	303	198	261	136
ENSG00000165275	226	180	252	150	153	109
ENSG00000165280	1858	1626	1497	1726	1573	1686
ENSG00000165282	907	554	535	565	440	481
ENSG00000165283	543	514	492	471	584	682
ENSG00000165288	564	290	348	425	260	201
ENSG00000165300	66	37	398	14	64	4
ENSG00000165304	30	22	48	45	71	24
ENSG00000165309	0	17	35	0	3	0
ENSG00000165312	654	317	348	438	333	590
ENSG00000165322	819	576	589	681	430	733
ENSG00000165323	3	0	1	2	3	13
ENSG00000165325	7	4	5	1	1	1
ENSG00000165338	345	340	318	273	196	248
ENSG00000165349	2	2	5	2	3	1
ENSG00000165355	398	253	323	336	369	318
ENSG00000165359	650	480	621	529	365	287
ENSG00000165370	0	1	0	0	2	1
ENSG00000165376	6	44	10	254	18	113
ENSG00000165379	61	12	22	12	21	6
ENSG00000165383	2	4	0	0	1	1
ENSG00000165389	274	282	294	335	367	466
ENSG00000165392	282	209	177	197	160	161
ENSG00000165406	50	14	7	15	13	17
ENSG00000165409	4058	2794	3738	3311	2948	1619
ENSG00000165410	513	253	372	320	352	421
ENSG00000165416	644	531	656	531	543	480
ENSG00000165417	665	476	512	691	519	427
ENSG00000165424	763	497	385	561	533	683
ENSG00000165434	189	232	172	289	223	321
ENSG00000165443	2	3	3	1	0	1
ENSG00000165449	283	186	242	136	148	296
ENSG00000165457	215	258	225	286	393	258
ENSG00000165458	1889	2133	1868	1750	1328	1411
ENSG00000165462	0	1	0	0	0	1
ENSG00000165471	1	0	0	0	0	1
ENSG00000165474	30	43	68	98	66	68
ENSG00000165475	464	277	322	333	388	542
ENSG00000165476	550	509	480	708	525	816
ENSG00000165478	3	1	3	0	1	2
ENSG00000165480	11	16	24	25	48	3
ENSG00000165487	594	520	534	511	520	506
ENSG00000165490	34	19	30	25	35	24
ENSG00000165494	1339	1105	1258	923	809	727
ENSG00000165495	326	201	391	58	265	20
ENSG00000165496	1	1	0	2	1	1
ENSG00000165501	60	53	77	58	92	62
ENSG00000165502	335	329	366	347	387	408
ENSG00000165506	225	155	165	126	147	153
ENSG00000165507	1064	1012	737	411	405	992
ENSG00000165509	5	8	0	8	4	12
ENSG00000165511	49	36	33	29	33	25
ENSG00000165512	311	208	304	218	296	188
ENSG00000165516	744	625	616	519	489	555
ENSG00000165521	39	3	10	3	5	2
ENSG00000165525	640	690	916	708	1019	592
ENSG00000165526	437	280	324	277	273	320
ENSG00000165527	922	773	858	978	1084	1226
ENSG00000165533	721	432	506	381	296	405
ENSG00000165548	27	18	20	32	16	9
ENSG00000165553	0	0	2	0	1	0
ENSG00000165555	40	26	29	15	15	12
ENSG00000165556	0	0	1	1	1	1
ENSG00000165566	1	1	0	1	2	1
ENSG00000165568	30	20	20	9	37	15
ENSG00000165572	258	116	177	119	181	120
ENSG00000165583	1	2	0	3	1	0
ENSG00000165584	0	3	0	4	1	0
ENSG00000165588	0	0	0	0	2	0
ENSG00000165591	162	123	131	210	140	134
ENSG00000165606	0	0	2	1	0	2
ENSG00000165609	513	435	488	423	482	461
ENSG00000165617	333	98	164	133	192	116
ENSG00000165621	6	0	5	3	3	4
ENSG00000165623	0	0	0	1	1	0
ENSG00000165626	460	478	623	471	374	397
ENSG00000165629	480	443	458	462	527	535
ENSG00000165630	672	520	538	409	445	498
ENSG00000165632	384	308	463	284	587	316
ENSG00000165633	1173	948	771	1323	571	830
ENSG00000165637	266	230	250	239	276	291
ENSG00000165643	0	0	0	0	0	0
ENSG00000165644	191	226	245	217	247	249
ENSG00000165646	7	4	3	3	0	4
ENSG00000165650	331	191	179	237	181	255
ENSG00000165655	293	357	288	371	267	313
ENSG00000165660	356	265	333	247	297	289
ENSG00000165661	1057	840	757	638	486	378
ENSG00000165669	437	375	413	368	407	297
ENSG00000165671	1555	975	1005	873	872	814
ENSG00000165672	1039	701	909	695	836	849
ENSG00000165675	207	122	152	130	128	148
ENSG00000165678	1130	865	1000	1020	1110	1136
ENSG00000165682	1	2	4	4	2	4
ENSG00000165684	578	559	419	512	319	345
ENSG00000165685	4	5	15	16	15	14
ENSG00000165688	770	774	736	719	620	702
ENSG00000165689	566	514	540	456	479	445
ENSG00000165694	0	0	0	0	0	0
ENSG00000165695	72	36	72	44	38	50
ENSG00000165698	162	145	223	100	122	110
ENSG00000165699	1436	1228	1066	825	543	704
ENSG00000165702	5	0	1	5	5	1
ENSG00000165704	178	196	216	249	288	348
ENSG00000165714	125	75	71	82	98	111
ENSG00000165716	260	450	239	305	167	151
ENSG00000165724	285	315	322	276	215	264
ENSG00000165730	79	72	66	35	41	20
ENSG00000165731	53	52	46	35	12	8
ENSG00000165732	793	529	655	674	1000	742
ENSG00000165733	504	388	388	355	345	327
ENSG00000165752	102	103	115	94	162	110
ENSG00000165757	647	960	335	738	419	1011
ENSG00000165762	0	0	0	1	9	0
ENSG00000165775	312	279	276	325	363	370
ENSG00000165782	705	546	615	616	522	543
ENSG00000165792	556	555	535	470	414	376
ENSG00000165794	1	2	1	0	3	0
ENSG00000165795	1099	862	963	619	830	691
ENSG00000165799	2	1	0	0	0	0
ENSG00000165801	1236	1218	1026	1545	825	762
ENSG00000165802	690	885	712	677	623	585
ENSG00000165804	847	728	686	681	671	766
ENSG00000165805	0	0	0	1	0	0
ENSG00000165806	326	356	244	305	297	286
ENSG00000165807	7	7	13	12	3	7
ENSG00000165810	476	1023	522	350	256	317
ENSG00000165813	487	292	361	460	349	356
ENSG00000165816	76	80	49	62	27	28
ENSG00000165819	962	882	863	717	612	526
ENSG00000165821	597	215	326	186	294	140
ENSG00000165828	12	5	8	7	5	4
ENSG00000165832	309	189	180	167	182	179
ENSG00000165837	13	5	11	7	7	3
ENSG00000165841	0	1	1	1	5	1
ENSG00000165861	598	320	324	294	278	424
ENSG00000165863	47	15	54	10	35	3
ENSG00000165868	801	548	655	212	312	273
ENSG00000165874	0	0	1	0	1	0
ENSG00000165879	130	108	124	115	114	141
ENSG00000165886	142	195	135	229	178	383
ENSG00000165887	2	5	3	3	6	0
ENSG00000165891	15	28	18	27	20	10
ENSG00000165895	327	293	208	307	184	345
ENSG00000165898	268	248	252	266	256	323
ENSG00000165899	11	7	5	3	6	3
ENSG00000165905	546	441	494	467	323	203
ENSG00000165912	430	393	323	291	291	550
ENSG00000165914	152	159	112	141	129	208
ENSG00000165915	772	963	702	890	600	838
ENSG00000165916	640	730	666	663	813	813
ENSG00000165917	5	9	11	6	8	6
ENSG00000165923	115	95	145	60	63	33
ENSG00000165929	41	22	69	34	97	20
ENSG00000165934	563	317	386	377	409	502
ENSG00000165935	5	3	3	3	9	6
ENSG00000165943	0	0	2	1	0	3
ENSG00000165948	0	0	0	0	2	0
ENSG00000165949	5	0	2	0	1	1
ENSG00000165953	0	0	1	0	0	0
ENSG00000165959	614	348	648	230	383	108
ENSG00000165966	24	123	6	212	5	15
ENSG00000165970	0	0	1	0	0	0
ENSG00000165972	8	2	2	3	1	1
ENSG00000165973	0	0	1	1	1	1
ENSG00000165983	350	187	219	223	228	260
ENSG00000165985	1	2	0	3	1	1
ENSG00000165995	81	163	120	85	67	91
ENSG00000165996	44	86	70	85	39	176
ENSG00000165997	374	252	255	370	208	352
ENSG00000166002	241	187	299	245	355	300
ENSG00000166004	238	122	173	135	139	97
ENSG00000166006	0	0	0	1	0	0
ENSG00000166007	0	0	0	0	0	0
ENSG00000166012	749	700	675	712	586	547
ENSG00000166013	0	0	0	0	0	0
ENSG00000166016	125	266	70	152	43	228
ENSG00000166024	320	186	212	197	225	181
ENSG00000166025	769	432	341	398	375	534
ENSG00000166033	806	1076	715	994	724	1204
ENSG00000166035	39	15	17	5	7	8
ENSG00000166037	737	480	548	509	494	418
ENSG00000166046	245	144	140	133	86	93
ENSG00000166049	0	0	0	0	0	0
ENSG00000166068	917	649	589	840	600	825
ENSG00000166069	0	0	0	0	0	0
ENSG00000166073	188	212	122	187	115	189
ENSG00000166086	278	150	79	110	80	136
ENSG00000166090	0	0	0	0	1	0
ENSG00000166091	6	2	4	1	5	2
ENSG00000166104	0	0	1	1	0	0
ENSG00000166105	16	8	13	6	13	3
ENSG00000166106	207	350	175	169	141	151
ENSG00000166111	0	0	0	0	0	0
ENSG00000166118	0	1	1	0	2	0
ENSG00000166123	323	156	194	173	170	123
ENSG00000166126	39	49	163	32	58	16
ENSG00000166128	630	338	471	379	538	390
ENSG00000166130	227	267	218	328	252	262
ENSG00000166133	161	92	106	93	127	127
ENSG00000166135	969	705	707	613	572	645
ENSG00000166136	104	88	97	104	96	93
ENSG00000166140	451	476	412	477	384	665
ENSG00000166143	1	11	3	10	4	5
ENSG00000166145	770	1271	641	1399	630	1979
ENSG00000166147	1980	1433	1119	1152	933	1425
ENSG00000166148	320	133	239	44	192	74
ENSG00000166152	0	1	1	0	0	0
ENSG00000166153	17	13	12	14	13	18
ENSG00000166159	0	0	6	0	2	0
ENSG00000166160	0	0	0	0	0	0
ENSG00000166164	521	366	433	393	484	476
ENSG00000166165	620	623	889	746	1096	772
ENSG00000166166	409	482	423	381	421	367
ENSG00000166167	497	466	440	408	334	323
ENSG00000166169	632	535	584	488	501	525
ENSG00000166170	583	423	470	445	473	609
ENSG00000166171	175	138	207	110	168	163
ENSG00000166173	409	278	266	169	236	319
ENSG00000166181	833	533	547	554	574	660
ENSG00000166183	88	7	26	23	19	3
ENSG00000166188	494	311	306	261	222	620
ENSG00000166189	309	244	223	225	265	289
ENSG00000166192	90	37	73	47	41	54
ENSG00000166197	1011	612	740	653	744	575
ENSG00000166199	166	177	151	156	169	165
ENSG00000166200	713	497	548	560	602	639
ENSG00000166206	148	24	171	30	98	10
ENSG00000166211	1	1	8	1	7	0
ENSG00000166220	0	1	2	2	0	0
ENSG00000166224	922	662	648	907	772	737
ENSG00000166225	501	270	316	309	309	339
ENSG00000166226	824	665	655	747	762	745
ENSG00000166228	386	299	424	310	415	451
ENSG00000166233	935	656	683	744	637	717
ENSG00000166246	34	29	58	25	37	6
ENSG00000166250	153	104	115	82	257	155
ENSG00000166257	112	30	164	44	80	18
ENSG00000166260	464	323	390	388	275	243
ENSG00000166261	401	351	335	360	231	224
ENSG00000166262	90	72	79	45	45	65
ENSG00000166263	193	154	179	141	144	108
ENSG00000166265	362	551	282	329	273	334
ENSG00000166266	559	374	471	464	417	417
ENSG00000166268	1	1	4	17	20	1
ENSG00000166272	1270	794	947	950	852	948
ENSG00000166275	516	293	502	343	480	424
ENSG00000166278	0	0	0	0	1	0
ENSG00000166289	193	192	242	163	220	156
ENSG00000166292	50	166	32	246	38	237
ENSG00000166295	1170	1169	1610	981	1328	1017
ENSG00000166311	981	556	623	663	608	829
ENSG00000166313	747	471	483	448	459	496
ENSG00000166317	11	5	6	7	6	1
ENSG00000166321	96	79	69	55	44	47
ENSG00000166323	41	15	29	16	23	8
ENSG00000166326	1718	1095	1271	1087	1158	1111
ENSG00000166329	1	0	0	1	0	1
ENSG00000166333	38	34	18	37	12	25
ENSG00000166337	257	305	239	277	226	215
ENSG00000166340	1367	1006	972	1102	1038	1362
ENSG00000166341	536	529	165	302	163	312
ENSG00000166342	14	24	6	74	2	10
ENSG00000166343	89	115	120	90	61	71
ENSG00000166347	425	353	321	284	349	300
ENSG00000166348	1366	603	539	576	384	445
ENSG00000166349	58	22	35	8	18	10
ENSG00000166351	0	0	0	0	0	0
ENSG00000166352	273	64	166	66	206	64
ENSG00000166359	6	10	10	4	7	1
ENSG00000166363	0	0	1	0	0	0
ENSG00000166368	1	0	0	0	0	0
ENSG00000166377	587	323	343	352	312	352
ENSG00000166387	944	618	561	557	539	894
ENSG00000166391	4	4	2	1	4	0
ENSG00000166394	78	91	107	91	90	113
ENSG00000166396	0	0	0	1	1	0
ENSG00000166398	227	129	89	116	55	121
ENSG00000166401	171	140	116	174	169	178
ENSG00000166402	719	258	325	209	208	115
ENSG00000166405	894	925	1044	781	587	333
ENSG00000166407	1	1	1	9	3	3
ENSG00000166408	0	0	0	0	0	0
ENSG00000166411	216	161	129	145	151	130
ENSG00000166415	1446	200	940	210	682	223
ENSG00000166426	191	36	153	34	246	79
ENSG00000166428	411	232	407	275	407	373
ENSG00000166432	1624	1570	1771	1015	1000	669
ENSG00000166435	206	268	236	223	185	129
ENSG00000166436	617	397	397	244	241	144
ENSG00000166439	343	138	103	87	95	90
ENSG00000166441	623	525	590	582	637	647
ENSG00000166444	795	657	435	734	416	837
ENSG00000166446	127	109	86	134	89	105
ENSG00000166448	29	211	27	156	14	36
ENSG00000166450	905	185	632	205	187	132
ENSG00000166451	62	34	39	46	73	48
ENSG00000166452	224	192	199	187	230	271
ENSG00000166454	623	344	433	501	470	523
ENSG00000166455	35	10	36	15	29	8
ENSG00000166471	609	426	541	681	437	484
ENSG00000166473	89	10	37	16	37	96
ENSG00000166477	213	195	209	181	232	231
ENSG00000166478	214	191	204	192	192	199
ENSG00000166479	1012	780	1015	856	778	653
ENSG00000166482	1448	766	990	405	785	708
ENSG00000166483	426	374	325	1061	330	473
ENSG00000166484	305	414	276	349	238	308
ENSG00000166492	2	1	4	1	0	0
ENSG00000166501	817	289	670	468	968	240
ENSG00000166503	717	565	566	551	582	782
ENSG00000166507	28	30	25	21	17	18
ENSG00000166508	1069	986	839	852	729	756
ENSG00000166509	0	0	0	0	0	0
ENSG00000166510	72	65	46	40	53	35
ENSG00000166523	21	29	52	45	47	50
ENSG00000166526	515	395	437	399	350	300
ENSG00000166527	4	2	1	4	4	4
ENSG00000166529	93	64	62	50	40	41
ENSG00000166530	0	0	0	0	0	0
ENSG00000166532	1150	983	963	622	591	475
ENSG00000166535	5	5	6	2	5	3
ENSG00000166546	40	65	24	103	38	204
ENSG00000166548	428	409	328	416	337	681
ENSG00000166557	887	670	715	850	764	1089
ENSG00000166558	0	0	0	1	0	0
ENSG00000166562	557	487	630	679	630	441
ENSG00000166569	1	0	0	1	0	0
ENSG00000166573	2	0	2	3	0	1
ENSG00000166575	398	307	338	255	237	224
ENSG00000166578	38	64	63	49	34	55
ENSG00000166579	542	563	410	466	319	663
ENSG00000166582	221	143	151	144	136	113
ENSG00000166589	1042	181	1374	110	871	11
ENSG00000166592	220	216	272	330	361	110
ENSG00000166595	390	405	459	419	496	486
ENSG00000166596	10	10	23	5	6	5
ENSG00000166598	3215	2703	3276	2978	2820	2136
ENSG00000166603	0	6	3	2	0	0
ENSG00000166619	929	764	843	827	777	808
ENSG00000166634	1	0	0	0	0	0
ENSG00000166664	4	1	0	2	0	2
ENSG00000166669	213	281	388	286	273	138
ENSG00000166670	0	0	1	2	0	5
ENSG00000166676	88	97	99	64	93	39
ENSG00000166681	874	566	814	562	804	695
ENSG00000166682	19	12	19	15	17	15
ENSG00000166685	521	399	353	312	245	321
ENSG00000166689	574	428	362	467	260	467
ENSG00000166693	0	0	0	0	0	0
ENSG00000166704	439	282	408	289	256	225
ENSG00000166707	59	22	57	15	33	18
ENSG00000166710	28	19	26	29	23	20
ENSG00000166716	910	641	587	614	468	657
ENSG00000166734	1205	797	993	969	800	982
ENSG00000166736	39	18	45	24	55	7
ENSG00000166741	205	464	223	366	407	774
ENSG00000166743	23	30	19	13	15	30
ENSG00000166747	1368	1041	1043	969	833	886
ENSG00000166750	1148	804	807	880	960	905
ENSG00000166762	96	150	152	127	88	100
ENSG00000166763	0	0	0	0	0	0
ENSG00000166770	189	151	167	160	156	141
ENSG00000166780	5	9	2	5	3	6
ENSG00000166783	12	1	5	0	4	3
ENSG00000166787	0	0	0	0	0	0
ENSG00000166788	146	109	157	138	132	101
ENSG00000166793	28	117	35	106	27	73
ENSG00000166794	522	552	588	546	504	450
ENSG00000166796	1	1	0	0	2	0
ENSG00000166797	335	334	391	379	391	386
ENSG00000166800	5	3	10	8	14	3
ENSG00000166801	1549	2273	1183	1555	833	1007
ENSG00000166803	14	18	33	20	58	28
ENSG00000166813	172	243	143	124	128	129
ENSG00000166816	320	123	271	65	227	111
ENSG00000166819	53	61	87	20	106	413
ENSG00000166821	249	141	178	106	155	78
ENSG00000166822	447	291	377	340	367	307
ENSG00000166823	27	26	46	30	47	43
ENSG00000166825	187	325	305	304	356	325
ENSG00000166828	645	285	421	155	175	40
ENSG00000166831	76	100	189	84	108	139
ENSG00000166833	887	1989	701	2484	430	974
ENSG00000166839	224	148	202	167	151	95
ENSG00000166840	1	2	1	0	1	1
ENSG00000166845	54	51	63	54	48	42
ENSG00000166847	716	482	629	594	660	603
ENSG00000166848	648	610	700	654	690	719
ENSG00000166851	125	103	141	117	144	42
ENSG00000166855	511	406	402	455	370	408
ENSG00000166856	35	11	24	5	28	1
ENSG00000166860	251	154	156	134	120	110
ENSG00000166862	0	1	0	0	0	0
ENSG00000166863	1	2	1	4	2	0
ENSG00000166866	4	1	0	6	1	3
ENSG00000166869	0	1	0	0	0	1
ENSG00000166881	509	389	385	432	276	328
ENSG00000166884	0	3	0	2	2	2
ENSG00000166886	383	1232	342	1509	333	1386
ENSG00000166887	1477	1408	1286	1132	981	946
ENSG00000166888	2671	2736	2265	2421	1910	2252
ENSG00000166889	540	413	413	397	316	410
ENSG00000166896	3	0	2	0	0	2
ENSG00000166897	1	33	0	48	1	1
ENSG00000166900	415	488	275	479	263	702
ENSG00000166902	266	262	327	225	276	232
ENSG00000166908	482	393	343	455	311	456
ENSG00000166912	35	20	26	28	19	24
ENSG00000166913	1759	1656	1751	1733	2057	1899
ENSG00000166917	0	0	0	0	1	0
ENSG00000166920	19	28	28	74	87	138
ENSG00000166922	0	0	0	0	0	0
ENSG00000166923	6	1	3	1	1	5
ENSG00000166924	20	41	28	27	13	11
ENSG00000166925	721	725	752	714	668	646
ENSG00000166926	1	0	0	0	0	1
ENSG00000166927	255	397	446	413	407	434
ENSG00000166928	25	72	92	59	68	29
ENSG00000166930	0	0	0	0	0	0
ENSG00000166938	539	318	401	281	339	246
ENSG00000166946	847	727	775	741	709	818
ENSG00000166947	0	1	0	1	0	0
ENSG00000166948	1	0	1	0	0	0
ENSG00000166949	1982	1552	1080	1444	918	996
ENSG00000166959	0	1	0	0	1	0
ENSG00000166960	30	3	10	6	11	12
ENSG00000166961	0	0	0	0	0	2
ENSG00000166963	311	282	230	225	220	287
ENSG00000166965	384	303	342	208	175	197
ENSG00000166971	414	266	286	230	239	295
ENSG00000166974	844	607	653	587	716	535
ENSG00000166979	284	409	293	243	263	388
ENSG00000166984	0	0	0	0	0	0
ENSG00000166986	999	985	976	980	930	826
ENSG00000166987	2012	2057	1809	1751	1075	1003
ENSG00000166997	200	194	243	197	214	201
ENSG00000167004	1577	1494	1893	1689	1718	1371
ENSG00000167005	434	289	404	360	443	398
ENSG00000167011	2	5	39	3	14	0
ENSG00000167014	0	0	0	0	0	0
ENSG00000167034	36	10	20	8	42	7
ENSG00000167037	178	188	120	133	80	137
ENSG00000167046	4	0	1	3	1	1
ENSG00000167065	50	37	54	33	72	47
ENSG00000167074	521	318	184	553	641	520
ENSG00000167077	163	248	231	252	204	104
ENSG00000167080	144	17	107	19	123	2
ENSG00000167081	495	585	529	911	571	649
ENSG00000167083	62	49	61	58	95	42
ENSG00000167085	340	258	263	283	317	357
ENSG00000167088	206	191	238	252	307	261
ENSG00000167094	51	43	70	20	34	7
ENSG00000167098	0	0	0	0	0	1
ENSG00000167100	34	31	23	48	20	38
ENSG00000167103	77	200	50	164	27	94
ENSG00000167104	0	0	0	0	0	0
ENSG00000167105	1	80	1	80	0	175
ENSG00000167106	1412	865	1183	851	925	1045
ENSG00000167107	1314	574	836	637	866	508
ENSG00000167110	1135	1351	926	1256	809	1128
ENSG00000167112	338	297	332	265	303	344
ENSG00000167113	922	963	1124	883	808	917
ENSG00000167114	274	239	251	279	371	264
ENSG00000167117	0	1	0	2	2	1
ENSG00000167118	542	513	498	517	605	630
ENSG00000167123	502	504	585	794	474	711
ENSG00000167130	205	142	168	194	188	168
ENSG00000167131	77	45	39	31	53	53
ENSG00000167136	91	108	95	58	108	148
ENSG00000167139	0	0	0	0	0	0
ENSG00000167157	67	143	56	139	159	210
ENSG00000167165	0	0	0	1	0	0
ENSG00000167173	499	411	312	499	301	510
ENSG00000167178	36	79	35	66	31	99
ENSG00000167182	513	374	388	335	335	363
ENSG00000167183	574	208	531	152	377	340
ENSG00000167186	237	211	199	169	193	229
ENSG00000167191	725	709	295	967	301	1001
ENSG00000167193	71	31	14	25	18	38
ENSG00000167194	0	0	0	0	0	0
ENSG00000167195	2	0	0	1	0	0
ENSG00000167196	403	409	463	422	362	331
ENSG00000167202	862	447	361	455	349	539
ENSG00000167207	112	60	113	104	118	89
ENSG00000167208	249	140	269	230	372	159
ENSG00000167210	3	0	12	4	3	6
ENSG00000167216	333	164	372	91	171	74
ENSG00000167220	112	100	95	94	75	60
ENSG00000167232	515	439	571	377	396	376
ENSG00000167244	317	356	454	81	371	511
ENSG00000167257	293	299	259	284	195	181
ENSG00000167258	938	674	611	680	503	570
ENSG00000167261	165	112	172	92	124	89
ENSG00000167264	193	128	179	135	181	103
ENSG00000167272	282	275	392	279	331	277
ENSG00000167280	1433	1415	1415	742	602	839
ENSG00000167281	14	1	7	5	11	9
ENSG00000167283	334	278	382	307	397	336
ENSG00000167286	514	276	591	408	630	274
ENSG00000167291	662	433	364	341	386	546
ENSG00000167302	413	482	358	423	219	175
ENSG00000167306	1117	293	293	411	256	488
ENSG00000167311	37	9	18	16	28	2
ENSG00000167315	383	586	481	476	466	343
ENSG00000167323	1521	1052	961	1604	1134	1093
ENSG00000167325	417	243	279	320	376	393
ENSG00000167332	0	5	1	1	2	5
ENSG00000167333	364	216	250	212	187	220
ENSG00000167346	0	0	0	0	0	0
ENSG00000167355	2	0	1	15	4	2
ENSG00000167359	0	3	2	0	0	0
ENSG00000167360	0	0	0	0	0	0
ENSG00000167363	340	257	312	313	253	536
ENSG00000167371	152	310	116	245	87	100
ENSG00000167377	42	39	25	29	11	9
ENSG00000167378	356	334	329	433	304	370
ENSG00000167380	597	530	486	447	363	327
ENSG00000167384	234	153	200	139	152	128
ENSG00000167390	0	0	0	0	0	0
ENSG00000167393	0	0	0	0	0	0
ENSG00000167394	65	39	37	41	42	49
ENSG00000167395	582	381	428	317	290	311
